"id","name","description","manufacturer","price"
"http://www.google.com/base/feeds/snippets/10008484121273338467","hallmark blank greeting cards half-fold matte premium 20 count (2050xf)","hallmark blank greeting cards half-fold matte premium 20 count brand: nova development mpn: 2050xf variant name: hallmark blank greeting cards half-fold matte premium 20 count",,14.39
"http://www.google.com/base/feeds/snippets/18354430457145981051","topics entertainment 80542 instant immersion french 2.0 781735805428","topics entertainment 80542 instant immersion french 2.0 781735805428",,18.2
"http://www.google.com/base/feeds/snippets/18384136689746651786","mom standard ops mgmt lic 2005 english mlp 5 oml","mom standard ops mgmt lic 2005 english mlp 5 oml",,889.99
"http://www.google.com/base/feeds/snippets/6990565128537638388","math success deluxe 2006","covers 13 subjects and includes 8 cd-roms ages 10 & up grades 4-12 includes addition subtraction multiplication division and forty-nine pre-algebra topics including fractions and decimals ratios and proportions radicals the metric system and ...",,12.9
"http://www.google.com/base/feeds/snippets/18384557845547191313","east west bosendorfer 290","the pristine bosendorfer 290 piano library has finally captured all of the beauty of this piano. up to 16 velocity layers true release samples true re-pedalling and two different microphone positions (close and ambient) for ultimate ambience ...",,175.97
"http://www.google.com/base/feeds/snippets/16621550764866327052","cisco security server agent (windows and solaris) 100-agent bundle","with the addition of cisco security agent endpoint security software cisco offers its customers the most comprehensive network security threat protection portfolio for securing large corporate networks.",,64821.43
"http://www.google.com/base/feeds/snippets/5363123129666342202","canopus let's edit - video editing software - win consumer video editing software","let's edit - realtime video editing software with movie-style effects - win canopus let's edit is fast and easy-to-use video editing software with movie-style effects. breakthrough realtime operation dramatically speeds up the editing process as ...",,99.95
"http://www.google.com/base/feeds/snippets/12835181529749808477","qb pos 6.0 pro multi store sw","qb pos 6.0 pro multistore retail mngmt software. has all the features in basic plus the ability to manage up to ten stores from a single office.","intuit",1054.99
"http://www.google.com/base/feeds/snippets/392494394952738157","the printshop pro publisher v22 deluxe dvd-rom","overview create professional projects with all the tools you need in one complete package! this powerful version of the print shop deluxe is loaded with all of your favorite features and even more valuable tools and programs than ever before. ...",,69.9
"http://www.google.com/base/feeds/snippets/16012614980599950455","microsoft(r) excel 2007","microsoft excel 2007 is a powerful tool to create and format spreadsheets and analyze and share information. it offers a new improved user interface to let you easily create and format spreadsheets and charts in fewer clicks.this new version of ...",,109.99
"http://www.google.com/base/feeds/snippets/18395632346791388859","eidos interactive 40022 tomb raider: legend ds 788687400220","eidos interactive 40022 tomb raider: legend ds 788687400220",,19.8
"http://www.google.com/base/feeds/snippets/18369825056478487049","aspyr media 10900 star wars battlefront mac","battle in more than 12 environments across 10 diverse planets from the classic trilogy and clone wars eras including: hoth endor tatooine kamino and geonosis. star wars battlefront is an action/shooter game that gives fans and gamers the ...","aspyr media",39.99
"http://www.google.com/base/feeds/snippets/18400163697429940544","oem internet security suite 2007 3-user single pack","total internet protection",,32.85
"http://www.google.com/base/feeds/snippets/6856336028258284106","national geographic: forces of nature","from lighting to locusts fires to floods increase your understanding of the planet's raw power with forces of nature on cd-rom. packed with a wealth of interactive multimedia features this software program is specifically designed to enlighten ...",,12.9
"http://www.google.com/base/feeds/snippets/7117788517647646539","jumpstart phonics (jc)","welcome to camp readalot!",,9.9
"http://www.google.com/base/feeds/snippets/17242822440574356561","diana ross the supremes yamaha the best of diana ross & the supremes - smart pianosoft","this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...",,14.86
"http://www.google.com/base/feeds/snippets/18387344743770716829","emedia rock guitar method (win 95 98 me nt 2000 xp/mac 8.0)","the emedia rock guitar method cd-rom makes learning fun and easy with over 100 audio and video-enhanced guitar lessons. the innovative teaching style presents rocksongs chords riffs and gear tips in an excitingfast-paced learning format that ...",,39.15
"http://www.google.com/base/feeds/snippets/5310740648374994867","aquaminds notetaker","content creation and editing tools multi-level outline processor w/custom ruler controls (single entry or multi-line capability) multi-level reorganizing controls (by entry level outline level page level and section level) rich text editing (font ...",,62.99
"http://www.google.com/base/feeds/snippets/18418631443367666576","csdc x3mac x3: reunion - virtual programming ltd. mac 10.4 or later ub","x : reunion continues to lead the way in offering players the ultimate open ended game play experience backed by an addictive storyline and intense combat/trading action. utilising the 'x reality' engine x pushes the graphical boundary to movie ...","csdc",42.6
"http://www.google.com/base/feeds/snippets/18444171148464728826","atari 26162 crusader kings mb","crusader kings mbmodel- 26162vendor- atarifeatures- crusader kings mini box crusader kings is a strategy game based on the award-winning and highly successful europa universalis engine. it focuses on the feudal kingdoms of medieval europe in the ...",,21.99
"http://www.google.com/base/feeds/snippets/16407653863068941558","drive washer 2005","overview do you need to permanently remove all the data from your hard drive? if you are selling donating giving away or disposing of your computer you are vulnerable to identity theft. even if you are simply reassigning your computer to another ...",,24.99
"http://www.google.com/base/feeds/snippets/321181551780335576","topics presents: human body","from brain activity to muscular movement circulatory function to the skeletal system this award-winning suite includes 5 cd-roms that provide a complete guide tutorial and reference source on human anatomy and physiology. features the human 3d; ...",,15.9
"http://www.google.com/base/feeds/snippets/18439030063794622523","hewlett packard 302127-b21 prol essentials rdp v1.x 1u flex lic min qty 5","prol essentials rdp v1.x 1u flex lic min qty 5",,119.73
"http://www.google.com/base/feeds/snippets/18388829675891326365","sat act & psat 2007 platinum","kaplan sat act and psat 2007 platinum for mac and windows. includes 5 dvds. features include: over 2700 test questions complete score analysis & performance feedback interactive lessons exam strategies & hints and includes prep for the new sat ...",,29.85
"http://www.google.com/base/feeds/snippets/18441110047404795849","the beginners bible: noah's ark activity center: activity center",,,9.95
"http://www.google.com/base/feeds/snippets/18424247759201075212","emedia eg03014 bass method os x","features step-by-step lessons using full-motion video and over 200 songs/exercises. includes songs by dylan and others features step-by-step lessons using full-motion video and over 200 songs/exercises. includes songs by dylan and others.system ...","emedia",53.99
"http://www.google.com/base/feeds/snippets/18438098517069192631","adobe 42050142 acrobat distiller 6 lnx ret cd u/l lnx","acrobat distiller 6 lnx ret cd u/l lnx",,14967.47
"http://www.google.com/base/feeds/snippets/2622452102774676117","kids power fun for girls","music mermaids and madcap adventures four big titles mean big fun for girls. freddi fish 4 the case of the hogfish rustlers of briny gulch: the captivating game of underwater wrangling and reasoning. lilo and stitch: trouble in paradise: lets ...",,15.9
"http://www.google.com/base/feeds/snippets/9755705822363275907","autodesk combustion 4.0 compositing software - win compositing software","combustion 4.0 professional compositing software - win autodesk combustion 4 software is an all-in-one professional compositing application designed to meet the needs of the world's most demanding artists. with its easy-to-use interface ...",,889
"http://www.google.com/base/feeds/snippets/18393736281334607132","borland hdb0006wwcs180 upg delphi 2006 prof nmd f/del v3 2005 pro cd","upg delphi 2006 prof nmd f/del v3 2005 pro cd",,453.71
"http://www.google.com/base/feeds/snippets/18435954901092427938","procurve vpn client software unlimited client licenses","procurve solutions may not only save you money in the most obvious way (they're often substantially less expensive than competitor offerings) they may also save you money in a number of not-so-obvious ways. because procurve solutions are easy to ...",,2598.96
"http://www.google.com/base/feeds/snippets/18435517580056006507","pantone gps206 - reference library","pantone gps206 : pantone product reference library. replaces gps203. a perfect tool for desgin firms print shops corporate communications or anyone who requires a complete source for graphic color choices. *****direct ship only.********* no returns ...",,907.97
"http://www.google.com/base/feeds/snippets/14947336532996914506","steinberg wavelab studio 6 audio editing software - competitive crossgrade music production software","wavelab studio 6 - audio editing and mastering suite software for windows 2000/xp - competitive crossgrade wavelab studio 6 from steinberg is an audio editor and mastering suite software package that is based on the same sample accurate 32-bit audio ...",,199.95
"http://www.google.com/base/feeds/snippets/6195321262763979528","national geographic redshift planetarium","don't just wish upon the stars begin a fascinating hobby studying them along with comets asteroids planets and spacecraft with the help of redshift planetarium on cd-rom. hailed as the world leader in astronomy software redshift is the ...",,17.9
"http://www.google.com/base/feeds/snippets/10330893806550846255","quicken 2007 deluxe win cd","quicken 2007 deluxe win cd $20 end-user mail-in-rebate in the box from product launch thru november 30 2006.","intuit",57.99
"http://www.google.com/base/feeds/snippets/10911853136488554482","imsi turbocad designer 11","lets even the most novice computer user design like a pro. use the interactive tutorials and start creating impressive 2d sketches and precision technical drawings and more. whether your a beginner casual designer or a design enthusiast this ...",,12.9
"http://www.google.com/base/feeds/snippets/17107095043113552641","various artists view video cuba mia - portrait of an all-woman orchestra","this powerful documentary introduces the camerata romeu a rare group of ten extraordinarily talented musicians and a woman conductor who are among the most popular musical groups in cuba and with them a cross-section of stunning cuban and latin ...",,14.86
"http://www.google.com/base/feeds/snippets/5968511357343083164","web shop platinum","now creating an e-commerce web site has never been easier! maximize your business potential with the leading e-commerce solution. unlike any other program available on the market. everything you need in an all-in-one product. make your web design ...",,36.9
"http://www.google.com/base/feeds/snippets/11538958500164120645","abacus software s552 fs fighter pilot for fs2004 and fs2002","as you already know our first military aircraft collector's edition is one of our finest collections and has sold very well for the national chains. as you already know our first military aircraft collector's edition is one of our finest ...","abacus software",28.99
"http://www.google.com/base/feeds/snippets/18424334149556003404","destineer inc 10307 - age of mythology (mac 8.6-9.x (classic) x v10.1 or higher)","destineer inc 10307 : age of mythology a game that transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. taking on the role of one of nine ancient civilizations players ...",,17.97
"http://www.google.com/base/feeds/snippets/10500380486679990055","the printshop v22 deluxe","overview create professional projects with all the tools you need in one complete package! this powerful version of the print shop deluxe is loaded with all of your favorite features and even more valuable tools and programs than ever before. ...",,29.9
"http://www.google.com/base/feeds/snippets/18422266773656246362","total training for adobe creative suite 3 design premium","the adobe design premium bundle is a collection of tools geared for creative professionals that work in both print and web mediums. while similar to the web premium bundle this video series also includes training on indesign cs3. let total training ...",,279.95
"http://www.google.com/base/feeds/snippets/15883771067913561390","middle school math & science","overview your children will learn how to apply the concepts step by step with easy-to-follow examples. lay the foundation for math and science success. turn even the most difficult subjects into achievement opportunities with expert instruction ...",,12.9
"http://www.google.com/base/feeds/snippets/18441188461196475272","sage (ptree) - vernfp2007rt - premium accounting for nonprofits 2007","if you're like most nonprofit organizations you're constantly striving to maximize each and every dollar of your annual operating budget. peachtree premium accounting for nonprofits 2007 is the affordable easy to use accounting solution that pro",,590.35
"http://www.google.com/base/feeds/snippets/18389952572089446651","computer associates babwbr1151s05 bab r11.5 sp1 dro win m/l cd","bab r11.5 sp1 dro win m/l cd",,431.16
"http://www.google.com/base/feeds/snippets/18403148885652932189","fluke networks intair-lap - interpretair wlan survey - complete product - network connectivity/management - 1 user(s) - complete product - standard - pc- free shipping","fluke networks intair-lap : interpretair provides wireless lan installers and network professionals with the vision they need to plan deploy verify and document their 802.11a/b/g wlan networks. interpretair is a wireless site survey tool and much ...",,3277.97
"http://www.google.com/base/feeds/snippets/17149576701498164512","emedia music corp emedia piano & keyboard method","emedia piano and keyboard method cd-rom offers everything you need to learn how to play. over 300 step-by-step lessons start from basics such as hand position rhythm and playing on black keys and move on to music notation sight reading scales ...",,49.21
"http://www.google.com/base/feeds/snippets/18405362244680246986","microsoft r39-00292 open win svr 2003 ext conn","open win svr 2003 ext conn",,1863.78
"http://www.google.com/base/feeds/snippets/5032391174084349054","media made easy volume 3","this is the best collection of media based products on the market. create edit record remix restore capture burn present. media made easy does it all. powerful and easy to use media made easy contains 8 full programs from some of the biggest ...",,24.9
"http://www.google.com/base/feeds/snippets/17651109278239417595","various artists hudson music classic drum solos and drum battles - volume 2 - vhs video","this follow-up to classic drum solos and drum battles (video 00320249 dvd 00320289) features 15 thunderous drum solos ? many never before released on home video ? from legends like buddy rich lionel hampton gene krupa papa jo jones",,18.5
"http://www.google.com/base/feeds/snippets/9687887699930800156","sonicwall gms 1000 upgrade","sonicwall global management system (sonicwall gms) enables distributed enterprises and service providers to manage and monitor thousands of sonicwall internet security appliances from a central location with a powerful flexible and intuitive ...",,63074.12
"http://www.google.com/base/feeds/snippets/18434733520229761009","paper art volume 2: gift wrapping","how many times have you heard that it's the thought that counts? this is especially true when it comes to gifts-even a simple gift thoughtfully presented can bring special joy to the recipient as well as to the giver. this cd is a beautiful ...",,6.95
"http://www.google.com/base/feeds/snippets/18424464601572004274","passwords plus ( v. 1.0 ) - complete package","passwords plus - ( v. 1.0 ) - complete package - 1 user - win palm os - 128-bit",,28.5
"http://www.google.com/base/feeds/snippets/18415197771734313133","adobe 38040450 - dreamweaver cs3 - complete product - web development - 1 user - complete product - academic - universal english - mac intel-based mac","adobe 38040450 : quickly and easily design develop and maintain websites and web applications - from start to finish - with adobe dreamweaver cs3 software. built for both designers and developers dreamweaver cs3 offers the choice of working in an ...",,182.97
"http://www.google.com/base/feeds/snippets/18377982787934617712","nuance communications inc. - m009a-l00-4.0 - pdf create v4 english","pdf create! 4 enables users to create pdf documents that are compact and easy to e-mail are universally viewable and print just as they would in the original application. it also includes all of the advanced features you need including ...",,46.42
"http://www.google.com/base/feeds/snippets/18100341066456401733","encore software 10282 - sharks 2.0 (win 95 98 me 2000 xp/mac 10.1 or higher)","encore software 10282 : only the developers of the 1 best-selling marine aquarium can bring the ultra-realistic experience of sharks: terrors of the deep. system requirements: windows 98 98se me 2000 or xp (home or professional). a ...",,18.97
"http://www.google.com/base/feeds/snippets/11618158047568311763","clipart & more 250000 (jc)","top-quality royalty-free images use these royalty-free images in any project advertising brochures newsletters postcards craft projects labels posters with any print publishing program! over 25000 images on cd-rom 225000 web images online ...",,9.9
"http://www.google.com/base/feeds/snippets/18403866794415896226","instant immersion japanese (audio book) (audio book)","meetings in mito? holiday in hakone?from kobe to kyoto now you can join the conversation with instant immersion japanese for travelers the dynamic audio language learning system on 8 compact discs. providing effective progressive instruction in ...",,19.95
"http://www.google.com/base/feeds/snippets/4923451909983851979","i copydvds 2 professional edition","the 1 selling dvd backup solution - bar none! create perfect dvd movie copies. create backups of any dvd movie. burns dvd movies from dvd to dvd. new feature: now includes burn suite 2005 new feature:capture edit and author dvd video new feature: ...",,27.9
"http://www.google.com/base/feeds/snippets/12963325865230025804","xl-5130 - sewing machine","xl-5130 - sewing machine",,129.95
"http://www.google.com/base/feeds/snippets/10684672402205616674","statistical methods in software engineering: reliability and risk 9780387988238","this book establishes a framework for dealing with uncertainties in software engineering and for using quantitative measures for decision making in this context. it brings in perspective the large body of work having statistical content that is ...",,99
"http://www.google.com/base/feeds/snippets/18441480711193821750","clickart 950000 - premier image pack (dvd-rom)","massive collection of images & fonts for all your design needs ondvd-rom!product informationinspire your creativity and perfect any creative project with thousands ofworld-class images in virtually every style. plus clickart 950000 makes iteasy for ...",,48.95
"http://www.google.com/base/feeds/snippets/18413484739795948632","absolute software - lfl-n2-48 - computrace lojack for laptops - 4 year license","computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn't recovered within 30 days we will refund your purchase of lojack for laptops.",,105.68
"http://www.google.com/base/feeds/snippets/18152695793777845265","personal imagemanager","overview whether you want to email add captions convert to other formats highlight specific details or just organize your photos. personal imagemanager is the tool for you! quick complete and easy-to-use its a must-have for anyone that uses ...",,22.9
"http://www.google.com/base/feeds/snippets/18431790997623472871","disney learning 1st-2nd grade win","disney learning 1st & 2nd features an all-star cast of characters including buzz lightyear mickey mouse and aladdin. in this great product kids can learn fundamental skills to help them succeed and excel in 1st and 2nd grade. additionally these ...",,13.61
"http://www.google.com/base/feeds/snippets/18422327928504968692","sony online entertainment inc 41032 everquest: titanium win 2000 xp","everquest: titanium (win 2000 xp)","sony online entertainment inc",23.09
"http://www.google.com/base/feeds/snippets/16917437492135092265","nc interactive inc guild wars nightfall","when a corrupt ruler summons the power of an outcast god and infects the land with a creeping darkness it will take a band of heroes to save elona. guild wars nightfall is the roleplaying game gamers have been waiting for ? an intimate heroic ...",,48.27
"http://www.google.com/base/feeds/snippets/18445465727364031756","business objects crystal reports xi","crystal reports gives you flexible and unconstrained control over data connectivity so you can satisfy end-user information requirements.",,459.99
"http://www.google.com/base/feeds/snippets/18417819850768172148","warlords iii - darklords rising","third in this successful series of turn-based strategy games set in a fantasy universe. this game is premised on a conflict between the selentine empire and a mysterious alliance. many new spells units and hero-types have been added since the last ...",,11.95
"http://www.google.com/base/feeds/snippets/9489728552695383239","premiere pro cs3 mac upgrade","adobe premiere pro cs3 mac upgrade from premiere pro or encore.",,320.25
"http://www.google.com/base/feeds/snippets/11430069725574750424","serverlock manager - 100 servers","in order to confidently conduct e-commerce your business assets must be absolutely secure. the watchguard serverlock system assures the integrity of your inter-networking operations by protecting your operating system and mission-critical data from ...",,56543.88
"http://www.google.com/base/feeds/snippets/18409822956112890125","destineer inc 10316 - destineer atari arcade classics - action/adventure - mac","destineer inc 10316 : this value-packed collection features mac os x versions of three atari arcade classics! breakout: blast through pyramids castle walls barnyard obstacles and much more in this all-new edition of the arcade classic. use your ...",,17.97
"http://www.google.com/base/feeds/snippets/9858798962478264497","f-secure internet security 2007 - 3 pcs (global marketing partners)","f-secure internet security 2007 - 3 pcs brand: global marketing partners mpn: global marketing partners variant name: f-secure internet security 2007 - 3 pcs",,63.35
"http://www.google.com/base/feeds/snippets/18427191929555331953","internet security suite 2007 home protection pack xl box","total internet protection",,61.06
"http://www.google.com/base/feeds/snippets/8401993747038150345","millies math house","develop fundamental early math skills with millie and friends",,9.9
"http://www.google.com/base/feeds/snippets/3077454195131808819","world book 2006","overview with over 87 years of experience and a global reputation for unsurpassed excellence world book 2006 is firmly established as the premier reference source for students parents teachers and librarians. now the 1 name in reliability and ...",,17.9
"http://www.google.com/base/feeds/snippets/13695802285127612231","adobe flash cs3 professional - complete package - 1 user - academic - cd - windows","flash cs3 professional software is the most advanced authoring environment for creating rich interactive content for digital web and mobile platforms.",,229
"http://www.google.com/base/feeds/snippets/18428018889032699615","viva media llc 00257 - my sim aquarium - win 2000 xp vista","viva media llc 00257 : my sim aquarium is a virtual pet game designed for players who love fish and aquatic creatures. this simulation game turns your computer into a virtual environment for your pet fish to live in with you as their keeper. as with ...",,19.97
"http://www.google.com/base/feeds/snippets/17010841797296818807","movies on psp","xoom movies on psp enables you to quickly convert your dvds or movie files into a format your psp can read and understand. get the best possible picture and audio quality for 10 different input formats: dvd (s)vcd divx avi wmv real mpeg quicktime ...",,15.9
"http://www.google.com/base/feeds/snippets/6054765746746674194","webroot software inc 31250 - spy sweeper spanish - win 2000 xp","webroot software inc 31250 : a sypware infection is no longer just a matter of enduring annoying pop-ups ads a chaning homepage or a slow-performing computer. today s spyware is far more harmful and places personal information privacy and ...",,25.97
"http://www.google.com/base/feeds/snippets/18352758014310675462","symantec media 11105095","client security 3.1 en media kit","symantec media",19.2
