"id","title","description","manufacturer","price"
"b0007g9760","lavasoft ad-aware plus edition","with its award-winning technology ad-aware plus edition puts you in complete control. it offers you the highest level of protection from both known and unknown threats such as data-mining aggressive advertising parasites scumware selected traditional trolans dialers malware browser hijackers and tracking components. ad-aware plusedition offers you all the power of the personal edition but has been enhanced with additional powerful features to protect your privacy. ad-watch s real-time monitor goes beyond what other security suites offer by adding another layer of protection to your system. ad-aware plus with ad-watch allows you not only to detect privacy threats to your computer; you can also block them from integrating into your system in the first place! system requirements: windows 95/98/me/nt/2000/xp/2003 and ms terminal services","tri synergy",29.99
"b0001bg5gq","clip art and more 250 000 (jewel case)",,"imsi design",0
"b000ivhozk","instant immersion language lab deluxe edition","the easy and fast way to multi-language learning!product informationpeerless powerful and popularly priced the new and improved instant immersion language lab is the award-winning instructional software suite that talks your langua","topics entertainment",0
"b000buqo9a","elementary school success deluxe 2006","unparalleled primary school content from arithmeticto zoology! grades 1 - 6product informationintroducing elementary school success deluxe the leading-edge suite of softwaretools for the personal computer. providing all elementary students with&nbsp; a","topics entertainment",49.99
"b00032heya","national geographic presents: redshift planetarium","national geographic redshift planetarium 5 takes you on an interactive journey trhough the star planets and galaxies! using deep-space technology text and illustrations launch you into the stars and teach you about the worlds beyond our own.","topics entertainment",29.99
"b000butd6q","math success deluxe 2006",,"topics entertainment",49.99
"b00032hexq","national geographic presents: forces of nature","with national geographic: forces of nature you'll understand what nature does to the world and how those forces affect the world around us. it's packed with hundreds of high-resolution full-screen videos and photos that educate you on every aspect of the earth's natural forces.","topics entertainment",29.99
"b000b6vlh4","reference success deluxe 2006","reference success deluxe is a leading-edge suite of software tools for the personal computer. ideal for individual students or entire families it provides award-winning educator-endorsed content unrivaled breadth and scope of data and absorbing activities and presentation to captivate users. includes: in-depth national portraits featuring flags & histories almanac with vital facts and figures - nobel prize oscar and pulitzer prize winners; world leaders; inventions; athletes; writers; scientists and more","topics entertainment",49.95
"b0009i9tqy","clifford the big red dog - thinking adventures","build skills on your way to clifford's big party!product informationclifford the bit red dog may be big and red but as far as he's concerned he'sjust like any other dog. that's why when clifford tries to do what other dogsdo things can get a little out of","scholastic",9.99
"b00024yohy","mastercook deluxe low carb","your complete recipe manager for controlled carb dishes! mastercook deluxe low carb features delicious satisfying appetizers entrees and desserts - all with 10 grams of carbs or less. now eating low carb is easier and more enjoyable. don't sacrifice the taste! includes recipes meal and menu planning nutritional information professional tips and techniques shopping lists party planning and more!","valusoft",14.99
"b00020633g","instant home design (jewel case)","instant home design (win 95 98 me nt 2000 xp)","topics entertainment",9.99
"b000cbqbby","boomerang webshop platinum","webshop platinum offers you the most in web authoring system software. create an e-commerce web site in no time without technical training. webshop platinum offers everything you need: a fully featured site manager store templates database import wizards html themes and styles thumbnail photo viewer free-form page design and more. all the sophistication you need in a simple and easy to use program. it's the most complete and affordable e-commerce solution around! page hit reporting site archive and rollback & free web hosting test account","boomerang",0
"b0002x1omi","allume boost xp for windows","boostxp for windows collects the tools that keep your system running smoother faster and error-free. boostxp anyone can keep their computer in peak condition. enhance security create custom toolbars and accelerate performance - all with a few mouse clicks.","smith micro software",29.99
"b0009stm6g","jumpstart learning games phonics (pc & mac)",,"knowledge adventure",9.99
"b000ap0h94","kids power fun for little ones","the power of fun; the power of imagination for kids!product informationthis collection all adds up to fun for kids with the engagingly interactivecd-roms.&nbsp; your name is flik and it's up to you to protect your insectcolony from the evil hopper and his","topics entertainment",19.99
"b0000ycfe0","museums of the world","step behind the velvet rope to examine some of the most treasured collections of antiquities art and invention. topics presents museums of the world spirits you across the globe in an exploration of the greatest museums of our time from the louvre in paris to the great palace museum in china. discover african art american history and marvels of air space and more within all 16 of the renowned smithsonian museums. offering 3d digital replicas virtual tours interactive video narrations and insightful commentary these 5 cd-roms reveal the breathtaking and historical beauty of the world's finest creations.","topics entertainment",19.99
"b00006j02n","matchbox cross-town heroes","a fireworks factory is in flames. animals flee from the zoo. mischief and mayhem are popping up all over matchbox county. something must be done--and fast! in matchbox cross-town heroes kids take the wheel of their favorite matchbox vehicles and head into an intense interactive world filled with action and adventure. race to the rescue in six original matchbox vehicles including the fire crusher rescue net police suv airport fire pumper and more. interact with more than 50 different characters animals and creatures all with their own unique animations. complete an array of missions to earn hero awards unlock new vehicles and even earn one of three printable heroic certificates. plus if you're really good 12 bonus action games can be unlocked to extend the matchbox play.","thq",19.99
"b0000aka82","studyworks! teaching pro: middle school math & science (win/mac)","studyworks teaching pro middle school math & science is the right mix of learning methods and math applications for build top-notch test-taking skills.","global software publishing",29.99
"b00002s8if","trudy's time and place house ages 3-6",,"ibm",0
"b0009ren8e","personal image manager","personal image manager improves digital photo management. whether you want to email add captions or convert formats you have a simple tool that handles it for you. bring your photos to life and make them shine on your monitor with enhancements smart captions and other customizing tools that turn photos into memorable images. archive your entire personal image collection and burn it to cd or dvd","smith micro software",29.99
"b000a3x6te","stomp inc drive washer","drive washer keeps you from being vulnerable to the dangers of identity theft. even if you are simply reassigning your computer to another user or giving it to a friend your private data may be compromised. don't just think you've removed all those sensiive files - use drive washer and be sure.","stomp inc",0
"b000bnb72g","movies on psp","x-zoom movies on psp is the first commercial video & dvd software for the sony psp. it enables you to quickly convert your dvds or movie files into a format your psp can read and understand. get the best possible picture and audio quality for 10 different input formats: dvd (s)vcd divx avi wmv real mpeg and quicktime. over 10 presets make conversion easy and the fit-to-stick technology resizes movie files to your memory stick size.","x-oom",0
"b000ap422c","kids power fun for kids","kids power: fun for kids brnigs together great cartoon characters with fun educational activities. features four great games starring disney characters the spy kids and spy fox.","topics entertainment",19.99
"b000098xjo","custom landdesigner 3d design 7.0",,"sierra on-line",0
"b000314vvu","freddi fish 2: the haunted schoolhouse","children - ages 3 to 8 everyone knows theres no such thing as ghosts.. so who is haunting the schoolhouse taking the toys and practically scaring the scales off of all the guppies? good thing super-sleuths freddi fish and luther are on the case. their plan: build a trap to capture and expose the phony ghost. to reach their goal the two friends need your childs help to find a few things - and the list of items changes every time they play. kids will dive right in to direct this undersea mystery filled with old friends new faces and a festive sing-along soundtrack. features: like the real world freddi fishs world changes every time you play search through fascinating places like a submarine a ship or atlantis out of time? you can save the game and finish it later take breaks with freddi fish: play games like crab invaders solve puzzles draw pictures or just sing songs 24 page activity book system requirements: windows 95/3.1: 33mhz 486 with 8 mb ram svga (640x480 256 color) graphics windows 3.1 or higher sound card double speed cd-rom drive.","humongous entertainment",29.95
"b000100eg4","netgear vpn01l vpn client software","netgear's prosafe vpn client software delivers the ideal solution with robust encryption and broad support across multiple connection types and microsoft windows operating platforms. the prosafe vpn client provides easy setup and seamless compatibility with the full line of netgear vpn & firewall routers as well as compatibility with ipsec vpn solutions. a wide range of security protocols and authentication methods including advanced encryption standard (aes) data encryption standard (des) 3des message-digest algorithm (md5) and secure hash algorithm (sha-1). also public-key infrastructure (pki) and internet key exchange (ike - main and aggressive modes) plus a wide range of smart cards and certificate authorities is supported. netgear prosafe vpn client software also provides protected access to corporate resources via wireless broadband and dial-up connections. supports netgear vpn/firewall routers including the fvs318 fvl328 fvm318 and fwag114 as well as many other ipsec-compliant vpn devices. enables client-initiated vpns from windows 98 me xp 2000 and windows nt-based pcs. smart card support pkcs 7 certificate chains pkcs 10 certificate requests pkcs 12 certificate import mscapi support diffie-helman group support - group 1-modp 768 group 2 ­ modp 1024 group 5 ­ modp 1536 authentication mechanisms - preshared keys rsa signatures key management - ike (internet key exchange) ipsec modes - tunnel transport compression - ipcomp deflate and plug-in support for lzs system requirements - pentium (or equivalent processor) pc microsoft windows 98 me windows nt 4.0 windows 2000 windows xp operating system 16 mb ram for windows 98 32 mb ram for nt 64 mb for me and 2000 64 mb for xp 35 mb hard disk space","netgear",89.99
"b000fa5ens","mom standard ops mgmt lic 2005 english mlp 5 oml","mom standard ops mgmt lic 2005 eng mlp 5 oml","microsoft",0
"b0002e3g6o","eastwest bsendorfer 290 grand piano virtual instrument","the 5-star awarded pmi bdorfer 290 is simply the best sampled bdorfer 290 grand piano on the planet - and now it's available as a 24-bit plug-in for the first time.","eastwest",199.95
"b000ju9ndq","diskeepeer 2007 admin upgrade sngl lic pack","diskeepeer 2007 admin upg sngl lic pack","diskeeper corporation",200
"b000nqq29y","monarch v9.0 1u .","monarch v9.0 1u -","datawatch",699
"b0007iqg2q","midway arcade treasures (jewel case)","midway arcade treasures (win 98 me 2000 xp)","encore software",9.99
"b000099sin","snap! 10 000 drink recipies (jewel case)","trying to find the perfect after dinner drink? not sure what you can mix with the liquor you already have? snap! ô 10 000 drink recipes is the solution to all your beverage needs. from cocktails to bar drinks you can find practically any recipe with the extensive search option. providing an array of choices this cd-rom is a fantastic resource for any occasion. system requirements:windows 95/98/me or better 8mb ram 6mb hd 2x cd-rom drive vga monitor sound card","topics entertainment",4.99
"b000hj9r3u","mac os x server v10.4.7 10-client","mac os x server offers more than 200 new features for the advanced server user. it has everything you need to provide standards-based workgroups and internet services plus builds of the latest open source projects. enable secure and efficient collaboration. host dynamic websites stream media and run enterprise applications. the stable high-performance 64-bit computing platform is ideal for deploying server-based applications and services. apple has embraced the best open source projects such as apache samba openldap kerberos postfix jabber and spamassassin. mac os x server integrates these robust technologies and enhances them with a unified consistent management interface. best of all it's streamlined into simple management tasks with applications and utilities that are both powerful and easy to use. all the advanced features an experienced it professional needs are right here. configure multiple network interfaces into a single one using ieee 802.3ad set up complex network services using a single connection to the interne protect mail server clients from viruses and unwanted email with adaptive junk mail filtering and virus detection","apple",499
"b0007yll20","epson storyteller photo book creator - 8 x 10 (20 pages)","life is more than a snapshot it's a story. and now you can share yours in a beautiful glossy photo book. storyteller photo book creator from epson is an all-inclusive kit with everything you need to turn your digital photos into a beautiful hard-bound glossy photo book for friends and family to enjoy. and it can be printed and assembled right at home. you get a durable pre-bound 8x10 20-page book along with glossy photo pages a glossy book cover plus easy-to use software that lets you select enhance and place up to 400 photos. whether it's a family reunion a graduation an exciting trip or everyday moments storyteller makes the perfect book for friends and family. includes two custom-size sheets of scored glossy photo paper (use one for practice and the other for your final cover) custom-fit transparent sleeve protects your finished book easy at-home assembly works with most ink jet printers epson printers and higher-end printers from hp lexmark and dell will print the entire 28.73 cover. most other printers including printers from canon cannot print on paper that is 28.73 long. see your printer's specifications for details. if your printer does not support the cover-sized paper you can use the two extra glossy photo paper sheets and adhesive strips (included in each package) to create separate front and back covers. minimum system requirements - ibm compatible pc windows 98 / me / 2000 / xp 2.3gb of available hd space 16-bit color monitor (800 x 600 pixels or higher)","epson",29.99
"b0000afwwl","adobe acrobat capture 3.0 ( 22101258 )","convert large volumes of paper documents to searchable adobe pdf adobe(r) acrobat(r) capture(r) 3.0 software is a professional production tool that teams with your scanner to convert volumes of paper documents into searchable adobe portable document format (pdf) files. accurate ocr advanced page and content recognition and powerful cleanup tools let you turn all your important paper-based information into high-quality electronic documents ready for publication via the web intranets extranets cd-rom and more. sophisticated productivity features streamline processing from start to finish so you can get your jobs done more efficiently than ever.","adobe",299.99
"b0000ak7c5","age of mythology (mac)","in age of mythology you'll take charge in an era where military strength and the favor of the gods was all-important! gorgeous in-game cinematics develop a deep and immersive tale of honor and revenge","macsoft",19.99
"b000162zp6","emedia intermediate guitar method os x","learn to play lead guitar and more! everything you need to take your playing beyond basic chords and melodies. new techniques are demonstrated in over 175 lessons with full-motion video variable-speed midi recorded audio and an animated fretboard. you'll learn to play solos like the ones eric clapton and jimi hendrix made famous using newly acquired lead guitar skills. you'll also find rhythm and fingerstyle chapters plus lessons on the basics of improvisation. the new scale directory provides fingerings recordings and variable-speed midi for over 200 scales. additional accessories include an automatic tuner digital metronome recorder and 1000-chord dictionary with audio playback.","emedia",59.99
"b000i84dsy","ca internet security suite 2007 - 3 user","internet security 2007 gives you comprehensive protection against the many online dangers you can be exposed to while enjoying what the internet has to offer. protect yourself against viruses id thieves spyware spam and malicious hackers that can jeopardize your privacy. these award-winning business-strengthening tools will take the guesswork out of pc security giving you a safer online experience. anti-spam tools monitor inbound messages for spam verifies the authenticity of messages and confirms whether spam senders are people or automated spam robots on-demand scanning for specific files disks and folders use active protection to collect & transmit your personal data and update your protections to get proactive protection against new threats special 3-user license vista compatible","computer associates",69.95
"b000gaoo7y","kaplan sat/act/psat express","kaplan has helped more than 3 million students score higher on admission exams and - get into the nation's top colleges and universities. our effective program of practice review and test-taking strategies has made higher score sat act psat the bestselling test prep software brand. kaplan is the nation's 1 test prep company for a reason-results! kaplan's powerful approach combines personalized instruction with realistic practice and score-raising strategies. with this in-depth program you'll unlock the tests and get the high score you need to get into the college you want. diagnose take a diagnostic exam to determine test strengths and weaknesses. target focus your prep and build skills with a personal study plan. practice practice practice and practice again with realistic exams and quizzes. improve build confidence and speed with kaplan's score-raising test strategies. disc 1: higher score on the sat & psat in-depth sat and psat content review drills strategies and practice tests designed to help raise your score: analysis of math critical reading & writing skills extensive math critical reading & writing tutorials printable vocabulary lists and flashcards games & activities to improve response times complete performance analysis by question type topic technique time spent-including whether or not you're changing correct answers to wrong ones! full-length new sat and psat tests section tests for critical reading math and writing disc 2: higher score on the act thorough act content review drills strategies and practice tests designed to help raise your score: broad content review in english math reading & science complete discussion & review of each question type section-length practice tests covering english math reading & science full-length practice tests for the act windows system requirements: processor type - intel pentium ii processor processor speed - 300mhz oper","topics entertainment",9.99
"b00008ajjc","passwords plus 1.0","passwords plus stores all your personal information safely and securely in one spot. keep your pins passwords credit card numbers bank accounts frequent flyer info and more from falling into the wrong hands. the software synchronizes your pc and mobile devices always ensuring your personal information is up-to-date when and where you need it. you can even synchronize your handheld with both your work and home pc. also it keeps your personal information truly safe and secure with industry-standard 128-bit blowfish encryption so your information is safe whether it is stored on your pc handheld or smartphone.","dataviz",29.99
"b000jj4fbw","emedia essential bass guitar","emedia essential rock guitar's 45 easy-to-follow lessons range from basics such as stringing and tuning your electric guitar to playing power chords and lead licks. the lessons were developed by professional rock guitar instructor charles mccrone a graduate of the cutting edge guitar institute of technology (git) with more than 25 years of teaching experience. with these song-based lessons learning to play rock guitar is fun and easy!","emedia",19.95
"b000kmcf0g","scratches: directors cut","scratches is a terrifying story where a story from the past emerges to haunt the present. you control famed horror writer michael arthate as he explores blackwood manor a victorian house near an english market town. it's a quiet and pleasant existance until odd noises in the basement keep him up at night. as they grow louder you'll explore the house and unlock the strange tales that echo through its walls. special director's cut includes: alternate ending and 2 additional hours of gameplay.","got game",19.99
"b000ozibhk","x3: reunion - virtual programming ltd.","x3: the reunion is a sequel to x3: the threat an award-winning sci-fi action and strategy game. you'll return to the x3 universe as the argon fleet is stretched almost to breaking point under continuing attacks from their enemies the khaak. in the midst of this situation a rumor appears throught space -- about a strange new ship that can disappear. are these rumors linked to the ruthless yaki pirates? are they related to a strange old machine left by an ancient species? strap yourself into your cockpit warm up your laser cannon and get some answers.","csdc",39.95
"b000h774k0","write brothers dramatica pro win/mac","dramatica pro 4 (win 95 98 me nt 2000 xp/mac 10.2 or higher)","write brothers",269.99
"b000162zq0","emedia bass method win/mac","emedia bass method os x (win 95 98 me nt 2000 xp/mac 7.1-9.x(classic) x)","emedia",59.99
"b0006g2wke","microsoft licenses project svr sa govt (h2200301)","microsoft project server win32 english software assurance open license program local government","microsoft licenses",3601.4
"b000qs8n64","total training for adobe creative suite 3: design premium bundle",,"total training",299.99
"b000cpshfs","everquest: titanium","includes the original everquest and ten expansion packs. everquest - depths of darkhollow lets you see norrath through the eyes of some of its fearsome and powerful creatures. step into the forms of unusual creatures and use their unique abilities to do battle against their ancient foes! everquest - omens of war lets you follow the wayfarers brotherhood to the war-ravaged realm of discord. it's rumored that they intend to invade norrath and you'll into their country's battle-scarred plateaus to find out. everquest - gates of discord is an all-new adventure in a new part of norrath. a mage named calliav has seen a vision of strange new beasts and a far-off land. he has seen an army called the legion of mata muram -- they are the greatest threat to norrath ever unleashed and you'll fight them in all-out war! also includes lost dungeons of norrath the scars of velious and shadows of luclin","sony creative software",19.95
"b000ehq008","emc retrospect 7.5 professional for windows upgrade","upg emc retrospect 7.5 cromprofessional windows only","dantz",0
"b000f7ixx4","iriscard pro business card scanner","the iriscard pro business card scanner is the most popular multilingual business card scanning solution and is ideal for individuals and both large and small companies. by quickly and easily scanning your business cards the iriscard pro can help you keep a record of all important contacts. convenient and versatile it synchronizes with pocket pcs and palm devices as well as outlook and outlook express. to help keep you organized the iriscard pro features a one-touch export button so you can send your contacts to your favorite electronic address book after scanning them. the iriscard pro is a multilingual business card scanning solution that is ideal for both large and small companies. view larger. the system utilizes cardiris software the iriscard organizer tool. view screenshots. iriscard works with a variety of email software packages. view screenshots. small and easy to use the iriscard pro offers reliable and incredibly easy operation. simply insert your business cards inside the unit and they will be instantaneously captured into your computer with precision. you can also export or synchronize the data with your electronic address book so it's a snap to access the exact information you need when you need it. the iriscard pro works with a variety of email software packages including outlook outlook express address book now contact and entourage. it also recognizes cards from up to 56 countries features eight user-interface languages (english french spanish italian portuguese german dutch and russian) and is usb powered so it's the ideal travel companion. where and when to use the iriscard pro compact light and portable the iriscard pro comes in handy at home in the office or on the road. at home the iriscard pro lets you keep your personal address book always up-to-date. it's also an efficient full-color usb-powered twain photo scanner that digitizes your 4 x 6 pictures with up to 600 dots per inch (dpi) resolution. and thanks to its ergonomic design it's much more comfortable to use than regular flatbed scanners. at the office you can rely on the iriscard pro to help minimize disorganized piles of business cards cluttering up your desk. since this device scans retypes and exports your contacts in just seconds they're instantly available to you rather than scattered all over your workplace. the iriscard pro also helps you out when you're away from your home or office. whether at trade shows conferences or other out-of-town events the iris card pro is the best tool to quickly store new contacts and follow up on all your leads. after your trip you can choose the album view function which shows either a multi-card display to quickly visualize scanned cards or a single card display to easily add notes or additional information. special operating features the iriscard pro uses bcr technology that combines i.r.i.s. ocr and field parsing technologies for accurate recognition and field matching. the system also utilizes cardiris the iriscard business card recognition software and organizer tool. thanks to the user-friendly interface and automatic orientation deskewing and cropping of the business cards you'll never have to struggle to get consistent high-quality results. to rapidly and accurately convert business cards into database records the iriscard also offers state-of-the-art field analysis while the zoom function lets you see every detail in each card. designed for ocr on the fly this scanner gives you the option to drag and drop names emails and websites directly in the right database fields or in any application. additionally the windows version is enhanced with a database and useful sort search and selection tools to increase your daily contact management what's in the box usoa307 iriscard business card scanner usb cable calibration card for the scanner software cd-rom (cardiris business card organizer software demo version of readiris pro ocr software goodcontacts) quick installation guide and registration card and user license.","iris",199.99
"b000brgbpa","computrace lojack for laptops - 4 year subscription","with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery service enables law enforcement to recover stolen laptops the minute thieves go online. you'll have information on your laptop's wherabouts as soon as it goes missing. protect your computer today with lojack for laptops.","absolute software",119.99
"b0000c6fjm","microsoft office frontpage 2003 ( academic version ) ( windows )","frontpage 2003 delivers the features flexibility and functionality to help you build superior web sites. it includes the professional design authoring data and publishing tools you need to create dynamic and sophisticated sites. build data-driven web sites enables by windows sharepoint services move files easily between local and remote locations and publish in both directions","microsoft",159.98
"b00005yx8i","warlords 3 (jewel case)",,"red orb entertainment",0
"b000hkgj8k","autocad 2007 courseware customizing the interface","autocad 2007 courseware customizing the interface","autodesk psg",47.95
"b000040p1z","sonicwall internet upgrade (50-node)","sonicwall","sonicwall",0
"b0002719lk","tournament poker 2005","tournament poker: no limit texas hold'em lets you practice your tournament skills and experience what the pros do. whether you play at a friendly local poker night a card room in vegas or the world series of poker this is the game you need!","eagle games",20.99
"b00006h38u","cold zero: no mercy","you are an unpredictable and vicious man who has turned to a life of violence after being blackmailed by the italian mafia. over 100 characters 100 weapons detailed 3d graphics and interactive environments. staying ruthless means staying alive!","encore software",19.99
"b000lu8a10","listen for ipod - magnetic time",,"sos aggregation company",39.99
"b00006akwh","textbridge pro 11 5u license xp","textbridge pro 11 is the simple and fast way to convert paper into editable electronic documents saving time and increasing productivity. new ocr engines deliver the most accurate textbridge results ever--even on complex pages with graphics and tables. a completely redesigned user interface and a new text editor make processing and proofing faster and more intuitive. textbridge pro 11 features improved accuracy resulting from redesigned recognition engines which saves proofreading time and makes users more productive. as always direct ocr is a feature that allows users to move text directly into microsoft word and other word processing documents but now tables and graphics will be retained as if the document was processed in omnipage pro. the new wysiwyg text editor is intuitive and easier to operate. in addition color text and color backgrounds are now recognized for accurate retention of color documents. note: this is the 5-user version.","nuance communications inc.",0
"b0006oei8u","atari arcade classics (mac)","atari arcade classics offers faithful reproductions down to the last detail -- all the sounds action and gameplay that made these games classic! experience the classic old-school games that started a new form of entertainment.","macsoft",19.99
"b000hysu2y","myinvoices & estimates deluxe","myinvoices and estimates deluxe makes ite asier to handle one of the most important elements of your business: the invoices and estimates. get them wrong and you don't get paid. get them right and you'll ensure that your business maintains the cash flow it needs to grow. let myinvoices & estimates deluxe effectively manage your billing and cash collection by creating professional accurate invoices and estimates in minutes.","avanquest software",39.95
"b000f613x2","my sim aquarium","my sim aquarium has all the simulated fish and fish tank accessories you need to turn your monitor into a gorgeous fish tank.","viva media",19.99
"b000p9cr34","scrabble","play against one of eight challenging computer opponents or take on your friends and family in four different game modes. play the way you remember in classic mode race against the clock in blitz climb to the top in a tournament or set up a custom tournament and play scrabble your way! play against a friend or a computer opponent with ai designed by real scrabble champions.","destineer",24.99
"b000j4k804","instant immersion spanish (audio book)","instant immersion spanish (audio book) (audio book)","topics entertainment",0
"b00008mopv","cisco security server agent for windows and solaris - license - 100 agents - win solaris ( csa-b100-srvr-k9 )","the next-generation cisco security agent network security software provides threat protection for server and desktop computing systems also known as endpoints. the cisco security agent goes beyond conventional endpoint security solutions by identifying and preventing malicious behavior before it can occur thereby removing potential known and unknown security risks that threaten enterprise networks and applications. because the cisco security agent analyzes behavior rather than relying on signature matching its solution provides robust protection with reduced operational costs. as recent high-visibility attacks like code red and the sql slammer worm have shown traditional technologies are limited in their abilities to combat the effects of new and evolving attacks. customers require host security that protects throughout all stages of an attack and provides important protection against new and unknown threats. assaults on network systems typically go through stages. cisco recognizes that only a layered approach is effective against security breaches that can occur at any stage from beyond the perimeter to the server or at the file level. the cisco security agent proactively defends against damage to a host throughout all stages of the attack whereas other technologies provide early-stage protection and only then when a signature is known. the cisco security agent is specifically designed to protect against new attacks where there is no known signature. the cisco security agent consists of a management console resident on a server and host-based agents that are deployed on mission-critical desktops and servers. the agents use the http and secure sockets layer (ssl) protocols (128-bit ssl) for the management interface and for the communications between agents and the management console.","cisco systems - enterprise",0
"b000nwsclo","photoshop elements 5 and premiere elements 3 bundle win minibox (29180248)","- marketing information: photoshop elements 5.0 plus premiere elements 3.0 software combines two powerful yet easy-to-use products to deliver the most complete photo and video editing solution. entertain friends with unique cinematic slide shows and dramatic freeze-frame effects create personalized dvds and easily share on the web. product information - software sub type: multimedia authoring - software name: photoshop elements v.5.0 plus premiere elements v.3.0 - complete product - features and benefits: combine photos and videos in entertaining new ways: - put photo slide shows in motion - do more with individual video frames - include treasured memories in your videos bring out the best in your photos: - instantly fix common flaws or perform advanced editing - show photos in creative entertaining ways - easily find and view your photos and video clips bring your home videos to life: - get started quickly creating home videos and dvds - wow your audience with amazing effects - share your videos virtually anywhere - language support: international english - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 1 user miscellaneous - compatibility: adobe premiere elements import/export formats supported: - mpeg-1 - mpeg-2 - mpeg-4 - h.264 - dv - avi - windows media - quicktime - jvc everio mod (import only) - 3gp - asf (import only) - wav - wma (import only) - dolby - digit","adobe",242.62
"b000ek6ekq","buzby breakin' all the rules hermie and friends","join hermie wormie and their friends in an interactive adventure based on the hit video buzby the misbehaving bee. through game play and video clips children see what happens when everyone wants their own way and learn the value of following the rules.in a series of 5 age-appropriate activities children will help lucy match pairs of flowers load the ferris wheel with just the right type of bugs add up their scores in a living bowling alley sort bug cuisine from iggy and ziggy's roach coach and spell words in buzby's honeycomb. they'll also collect seeds for their own art garden where they can color scenes in 3-d!ages: 3-6","digital praise",19.99
"b0008ews9o","instant immersion french 2.0","instant immersion version 2.0 moves you from a beginner to an intermediate speaker with a 5 cd-rom course of study. including talk now! talk more and world talk from eurotalk. finally test your linguistic skills with who is oscar lake a challenging interactive mystery game.","topics entertainment",29.99
"b0002agbtc","hp digital sending secure - license - 50 users - std","capture process and route stacks of paper-based documents into digital formats quickly simply and reliably. extend the sending capability of your hp multifunction product with digital sending software (dss).","hewlett packard",0
"b0009y6f0g","instant play electric guitar deluxe","with play electric guitar beginners who want a fast flexible computer-based teaching tool have the in-depth instruction they need. this total beginner's guide covers everything you need to know for developing the guitar skills that rock the house down.","topics entertainment",39.99
"b000g017kg","foreign policy & reform (win/mac) (jewel case)",,"fogware publishing",9.99
"b0006g31i6","microsoft licenses win svr 2003 ext conn lic (r3900292)","manufacturer warranty:andnbsp;andnbsp;90 days","microsoft licenses",3371.85
